date,SBUX,CMG,TREC,MCD,AAPL,WEN,F
2007-01-03,17.625,56.40999984741211,3.0899999141693115,43.869998931884766,2.992856979370117,21.290000915527344,7.510000228881836
2007-01-04,17.645000457763672,55.380001068115234,2.950000047683716,43.540000915527344,3.059286117553711,21.0,7.699999809265137
2007-01-05,17.56999969482422,55.0,3.0,43.540000915527344,3.0374999046325684,21.469999313354492,7.619999885559082
2007-01-08,17.5049991607666,56.04999923706055,2.9600000381469727,43.709999084472656,3.052500009536743,21.709999084472656,7.730000019073486
2007-01-09,17.43000030517578,56.45000076293945,2.8299999237060547,43.790000915527344,3.3060710430145264,21.75,7.789999961853027
2007-01-10,17.375,56.209999084472656,2.8499999046325684,44.2599983215332,3.4642860889434814,21.399999618530273,7.730000019073486
2007-01-11,17.905000686645508,57.66999816894531,2.950000047683716,44.5099983215332,3.421428918838501,21.899999618530273,7.769999980926514
2007-01-12,17.950000762939453,58.279998779296875,2.9000000953674316,44.220001220703125,3.379286050796509,21.850000381469727,7.889999866485596
2007-01-16,18.110000610351562,60.459999084472656,2.940000057220459,44.56999969482422,3.4678568840026855,21.690000534057617,7.940000057220459
2007-01-17,18.145000457763672,60.599998474121094,2.930000066757202,44.86000061035156,3.391071081161499,21.579999923706055,8.039999961853027
2007-01-18,17.885000228881836,59.58000183105469,2.950000047683716,44.59000015258789,3.1810710430145264,21.739999771118164,8.180000305175781
2007-01-19,17.770000457763672,58.970001220703125,3.0,44.810001373291016,3.1607139110565186,21.719999313354492,8.300000190734863
2007-01-22,17.645000457763672,58.41999816894531,3.0,44.349998474121094,3.0996429920196533,21.299999237060547,8.40999984741211
2007-01-23,17.475000381469727,58.5,2.9700000286102295,44.849998474121094,3.06071400642395,21.18000030517578,8.300000190734863
2007-01-24,17.395000457763672,58.0,3.0,44.15999984741211,3.0964291095733643,21.3700008392334,8.199999809265137
2007-01-25,16.985000610351562,57.47999954223633,3.0999999046325684,43.0,3.080357074737549,21.190000534057617,8.220000267028809
2007-01-26,16.940000534057617,57.34000015258789,3.049999952316284,42.93000030517578,3.049285888671875,21.149999618530273,8.420000076293945
2007-01-29,17.280000686645508,58.70000076293945,3.0999999046325684,43.22999954223633,3.0692861080169678,20.959999084472656,8.369999885559082
2007-01-30,17.280000686645508,59.599998474121094,3.180000066757202,43.77000045776367,3.055356979370117,21.1299991607666,8.199999809265137
2007-01-31,17.469999313354492,59.41999816894531,3.240000009536743,44.349998474121094,3.061785936355591,21.239999771118164,8.130000114440918
2007-02-01,17.204999923706055,59.79999923706055,3.1700000762939453,44.47999954223633,3.0264289379119873,21.15999984741211,8.289999961853027
2007-02-02,17.135000228881836,60.0099983215332,3.1600000858306885,44.540000915527344,3.0267860889434814,21.260000228881836,8.229999542236328
2007-02-05,17.010000228881836,60.439998626708984,3.200000047683716,44.529998779296875,2.997857093811035,21.1200008392334,8.329999923706055
2007-02-06,16.834999084472656,60.58000183105469,3.4200000762939453,44.77000045776367,3.005357027053833,21.09000015258789,8.539999961853027
2007-02-07,16.834999084472656,61.56999969482422,3.740000009536743,44.720001220703125,3.0767860412597656,21.149999618530273,8.5600004196167
2007-02-08,16.709999084472656,62.09000015258789,3.549999952316284,44.349998474121094,3.07785701751709,21.139999389648438,8.550000190734863
2007-02-09,16.479999542236328,61.90999984741211,3.700000047683716,44.560001373291016,2.973928928375244,20.93000030517578,8.729999542236328
2007-02-12,16.334999084472656,60.720001220703125,3.6500000953674316,44.72999954223633,3.0314290523529053,21.010000228881836,8.649999618530273
2007-02-13,16.329999923706055,60.45000076293945,3.690000057220459,44.900001525878906,3.0250000953674316,21.25,8.449999809265137
2007-02-14,16.670000076293945,59.689998626708984,3.700000047683716,45.02000045776367,3.046428918838501,21.06999969482422,8.510000228881836
2007-02-15,16.610000610351562,61.380001068115234,3.700000047683716,44.97999954223633,3.0432140827178955,21.100000381469727,8.600000381469727
2007-02-16,16.5049991607666,65.02999877929688,3.5799999237060547,45.31999969482422,3.0296430587768555,20.93000030517578,8.529999732971191
2007-02-20,16.40999984741211,63.88999938964844,3.5,45.79999923706055,3.067857027053833,20.979999542236328,8.649999618530273
2007-02-21,16.200000762939453,63.58000183105469,3.549999952316284,45.970001220703125,3.18571400642395,20.989999771118164,8.470000267028809
2007-02-22,16.5049991607666,64.41999816894531,3.549999952316284,46.04999923706055,3.1967859268188477,21.010000228881836,8.350000381469727
2007-02-23,16.375,64.30999755859375,3.549999952316284,46.0099983215332,3.1810710430145264,20.84000015258789,8.300000190734863
2007-02-26,16.0049991607666,63.630001068115234,3.559999942779541,45.79999923706055,3.1610710620880127,20.479999542236328,8.260000228881836
2007-02-27,15.375,60.25,3.4800000190734863,44.459999084472656,2.997499942779541,19.600000381469727,7.78000020980835
2007-02-28,15.449999809265137,59.9900016784668,3.5399999618530273,43.689998626708984,3.0217859745025635,19.520000457763672,7.909999847412109
2007-03-01,15.194999694824219,61.22999954223633,3.450000047683716,44.099998474121094,3.109286069869995,19.31999969482422,7.769999980926514
2007-03-02,14.9399995803833,60.20000076293945,3.430000066757202,43.66999816894531,3.0503571033477783,19.399999618530273,7.590000152587891
2007-03-05,14.704999923706055,59.04999923706055,3.2200000286102295,42.90999984741211,3.0828568935394287,18.25,7.579999923706055
2007-03-06,15.0,60.06999969482422,3.2200000286102295,43.099998474121094,3.1496429443359375,18.420000076293945,7.639999866485596
2007-03-07,15.234999656677246,60.220001220703125,3.190000057220459,43.099998474121094,3.132857084274292,18.170000076293945,7.619999885559082
2007-03-08,15.350000381469727,60.09000015258789,3.200000047683716,43.63999938964844,3.142857074737549,19.059999465942383,7.929999828338623
2007-03-09,15.154999732971191,60.56999969482422,3.3299999237060547,44.150001525878906,3.1417860984802246,18.809999465942383,7.929999828338623
2007-03-12,15.03499984741211,61.22999954223633,3.3499999046325684,44.66999816894531,3.2096428871154785,19.030000686645508,7.820000171661377
2007-03-13,14.680000305175781,61.0099983215332,3.450000047683716,43.47999954223633,3.1571431159973145,18.719999313354492,7.639999866485596
2007-03-14,14.65999984741211,60.59000015258789,3.4000000953674316,43.650001525878906,3.2142860889434814,18.809999465942383,7.510000228881836
2007-03-15,14.795000076293945,61.04999923706055,3.3299999237060547,43.470001220703125,3.1989290714263916,18.969999313354492,7.590000152587891
2007-03-16,15.289999961853027,60.58000183105469,3.299999952316284,43.47999954223633,3.1996428966522217,18.950000762939453,7.550000190734863
2007-03-19,15.520000457763672,63.099998474121094,3.3399999141693115,43.869998931884766,3.254642963409424,19.200000762939453,7.820000171661377
2007-03-20,15.6899995803833,64.2300033569336,3.299999952316284,44.310001373291016,3.2671430110931396,19.270000457763672,7.880000114440918
2007-03-21,16.135000228881836,64.75,3.4000000953674316,44.61000061035156,3.3524999618530273,19.309999465942383,8.010000228881836
2007-03-22,15.819999694824219,64.16999816894531,4.019999980926514,44.4900016784668,3.3557140827178955,19.020000457763672,8.079999923706055
2007-03-23,15.710000038146973,64.80000305175781,4.150000095367432,45.04999923706055,3.3399999141693115,19.299999237060547,7.889999866485596
2007-03-26,15.975000381469727,63.59000015258789,4.150000095367432,45.119998931884766,3.4232139587402344,19.219999313354492,7.869999885559082
2007-03-27,15.859999656677246,62.369998931884766,4.150000095367432,45.040000915527344,3.4092860221862793,19.079999923706055,7.849999904632568
2007-03-28,15.640000343322754,62.060001373291016,4.079999923706055,44.83000183105469,3.3299999237060547,18.729999542236328,7.980000019073486
2007-03-29,15.664999961853027,62.20000076293945,4.130000114440918,44.869998931884766,3.3482139110565186,18.600000381469727,7.949999809265137
2007-03-30,15.680000305175781,62.099998474121094,4.150000095367432,45.04999923706055,3.318213939666748,18.729999542236328,7.889999866485596
2007-04-02,15.625,62.7400016784668,4.860000133514404,44.81999969482422,3.3446431159973145,18.729999542236328,8.09000015258789
2007-04-03,15.744999885559082,63.95000076293945,5.190000057220459,45.2599983215332,3.375,19.15999984741211,8.079999923706055
2007-04-04,15.670000076293945,64.75,5.349999904632568,45.22999954223633,3.366786003112793,18.899999618530273,8.039999961853027
2007-04-05,15.699999809265137,64.91000366210938,6.099999904632568,45.779998779296875,3.3814289569854736,18.799999237060547,8.010000228881836
2007-04-09,15.569999694824219,65.0,5.699999809265137,46.4900016784668,3.3446431159973145,18.729999542236328,8.079999923706055
2007-04-10,15.579999923706055,64.66999816894531,6.0,46.310001373291016,3.3660709857940674,18.809999465942383,8.1899995803833
2007-04-11,15.364999771118164,63.779998779296875,6.070000171661377,46.439998626708984,3.306786060333252,18.450000762939453,8.130000114440918
2007-04-12,15.335000038146973,64.16000366210938,5.849999904632568,46.630001068115234,3.2925000190734863,18.489999771118164,8.09000015258789
2007-04-13,15.380000114440918,64.06999969482422,5.849999904632568,47.63999938964844,3.2228569984436035,18.399999618530273,8.020000457763672
2007-04-16,15.524999618530273,65.19999694824219,6.050000190734863,48.099998474121094,3.26535701751709,18.770000457763672,8.029999732971191
2007-04-17,15.520000457763672,66.54000091552734,5.949999809265137,49.0099983215332,3.226785898208618,18.719999313354492,7.849999904632568
2007-04-18,15.489999771118164,66.25,5.980000019073486,48.880001068115234,3.2285709381103516,18.68000030517578,7.820000171661377
2007-04-19,15.390000343322754,65.37000274658203,5.989999771118164,48.779998779296875,3.223928928375244,18.100000381469727,7.739999771118164
2007-04-20,15.829999923706055,65.58999633789062,5.949999809265137,48.36000061035156,3.248929023742676,19.030000686645508,7.75
2007-04-23,15.78499984741211,65.51000213623047,5.849999904632568,48.63999938964844,3.3396430015563965,18.639999389648438,7.829999923706055
2007-04-24,15.670000076293945,65.0,5.889999866485596,48.470001220703125,3.3299999237060547,18.3799991607666,7.820000171661377
2007-04-25,15.920000076293945,65.68000030517578,5.75,48.630001068115234,3.4053568840026855,18.34000015258789,7.880000114440918
2007-04-26,15.90999984741211,66.94000244140625,5.599999904632568,49.22999954223633,3.5299999713897705,18.600000381469727,8.199999809265137
2007-04-27,15.75,66.0199966430664,5.739999771118164,48.95000076293945,3.568571090698242,18.56999969482422,8.050000190734863
2007-04-30,15.510000228881836,65.2300033569336,5.650000095367432,48.279998779296875,3.56428599357605,17.700000762939453,8.039999961853027
2007-05-01,15.505000114440918,66.26000213623047,5.5,49.13999938964844,3.552500009536743,17.93000030517578,8.050000190734863
2007-05-02,15.625,78.08999633789062,5.75,50.02000045776367,3.5853569507598877,17.889999389648438,8.170000076293945
2007-05-03,15.8100004196167,79.01000213623047,6.489999771118164,49.90999984741211,3.585714101791382,17.780000686645508,8.1899995803833
2007-05-04,15.350000381469727,78.37000274658203,6.989999771118164,49.91999816894531,3.6003570556640625,17.920000076293945,8.220000267028809
2007-05-07,15.175000190734863,76.4000015258789,7.449999809265137,49.5,3.7114291191101074,18.0,8.15999984741211
2007-05-08,15.09000015258789,77.62000274658203,7.489999771118164,49.31999969482422,3.752142906188965,17.920000076293945,8.369999885559082
2007-05-09,15.020000457763672,77.69000244140625,7.510000228881836,49.84000015258789,3.817142963409424,18.0,8.350000381469727
2007-05-10,14.770000457763672,80.55000305175781,7.25,50.0,3.833570957183838,17.420000076293945,8.239999771118164
2007-05-11,14.805000305175781,81.73999786376953,7.099999904632568,50.650001525878906,3.883570909500122,17.540000915527344,8.369999885559082
2007-05-14,14.449999809265137,82.69999694824219,6.989999771118164,50.630001068115234,3.9057140350341797,17.209999084472656,8.710000038146973
2007-05-15,14.194999694824219,81.0999984741211,6.449999809265137,51.27000045776367,3.8399999141693115,16.8799991607666,8.90999984741211
2007-05-16,14.100000381469727,82.44000244140625,6.25,51.970001220703125,3.833570957183838,16.90999984741211,8.760000228881836
2007-05-17,14.234999656677246,81.26000213623047,6.199999809265137,52.2599983215332,3.9085710048675537,16.790000915527344,8.760000228881836
2007-05-18,14.475000381469727,82.0,6.099999904632568,52.33000183105469,3.929286003112793,17.0,8.6899995803833
2007-05-21,14.640000343322754,81.80000305175781,6.099999904632568,52.27000045776367,3.999285936355591,17.100000381469727,8.779999732971191
2007-05-22,14.505000114440918,82.04000091552734,6.0,52.5,4.054999828338623,17.209999084472656,8.680000305175781
2007-05-23,14.444999694824219,80.69999694824219,6.050000190734863,51.56999969482422,4.03178596496582,17.0,8.760000228881836
2007-05-24,14.154999732971191,82.44000244140625,6.170000076293945,50.959999084472656,3.953213930130005,16.760000228881836,8.489999771118164
2007-05-25,14.305000305175781,86.55000305175781,6.239999771118164,50.900001525878906,4.057857036590576,16.90999984741211,8.449999809265137
2007-05-29,14.28499984741211,85.6500015258789,6.599999904632568,50.61000061035156,4.083929061889648,16.920000076293945,8.399999618530273
2007-05-30,14.350000381469727,86.05999755859375,6.5,50.22999954223633,4.241786003112793,16.549999237060547,8.5
2007-05-31,14.404999732971191,86.62000274658203,6.400000095367432,50.54999923706055,4.328214168548584,16.420000076293945,8.34000015258789
2007-06-01,14.5649995803833,87.80999755859375,6.389999866485596,50.95000076293945,4.228570938110352,16.639999389648438,8.350000381469727
2007-06-04,14.414999961853027,87.5199966430664,6.199999809265137,51.099998474121094,4.333213806152344,16.649999618530273,8.270000457763672
2007-06-05,14.295000076293945,86.26000213623047,6.550000190734863,50.849998474121094,4.381071090698242,16.399999618530273,8.3100004196167
2007-06-06,14.074999809265137,84.56999969482422,6.25,50.63999938964844,4.415713787078857,16.559999465942383,8.260000228881836
2007-06-07,13.720000267028809,82.8499984741211,6.210000038146973,50.209999084472656,4.431070804595947,16.40999984741211,8.0600004196167
2007-06-08,13.835000038146973,84.76000213623047,6.300000190734863,51.40999984741211,4.446071147918701,16.540000915527344,8.239999771118164
2007-06-11,13.770000457763672,84.48999786376953,6.349999904632568,51.25,4.292500019073486,16.489999771118164,8.399999618530273
2007-06-12,13.869999885559082,82.62000274658203,6.199999809265137,51.47999954223633,4.299285888671875,16.309999465942383,8.319999694824219
2007-06-13,13.885000228881836,83.3499984741211,6.050000190734863,52.189998626708984,4.1964287757873535,16.600000381469727,8.5600004196167
2007-06-14,13.805000305175781,83.91000366210938,6.150000095367432,52.25,4.2410712242126465,16.149999618530273,8.65999984741211
2007-06-15,13.885000228881836,85.05000305175781,6.010000228881836,52.16999816894531,4.3035712242126465,16.549999237060547,8.920000076293945
2007-06-18,13.829999923706055,85.66999816894531,6.070000171661377,52.400001525878906,4.46750020980835,16.549999237060547,8.850000381469727
2007-06-19,13.795000076293945,85.93000030517578,6.150000095367432,52.47999954223633,4.416429042816162,16.510000228881836,8.649999618530273
2007-06-20,13.65999984741211,84.44999694824219,6.150000095367432,51.33000183105469,4.341071128845215,16.469999313354492,8.859999656677246
2007-06-21,13.130000114440918,83.44999694824219,6.119999885559082,51.06999969482422,4.425000190734863,16.149999618530273,8.90999984741211
2007-06-22,12.770000457763672,79.58000183105469,6.099999904632568,50.41999816894531,4.392857074737549,15.970000267028809,9.130000114440918
